p_code,description,p_name,c_code_agrr,c_code_agrw,m_coder,m_codew
AW_A00027,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00027,,W1
AW_A00028,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00028,,W1
AW_A00074,방울토마토(5kg),방울토마토,,AW_A00074,,W1
AW_A00075,방울토마토(5kg),방울토마토,,AW_A00075,,W1
AW_A00042,대추방울토마토(1kg),방울토마토,,AW_A00042,,W1
AW_A00043,대추방울토마토(1kg),방울토마토,,AW_A00043,,W1
AW_A00082,배추(고랭지)(10kg),배추,,AW_A00082,,W1
AW_A00083,배추(고랭지)(10kg),배추,,AW_A00083,,W1
AW_A00122,양배추(8kg),양배추,,AW_A00122,,W1
AW_A00123,양배추(8kg),양배추,,AW_A00123,,W1
AW_A00113,시금치(4kg),시금치,,AW_A00113,,W1
AW_A00114,시금치(4kg),시금치,,AW_A00114,,W1
AW_A00101,상추(적)(4kg),상추,,AW_A00101,,W1
AW_A00102,상추(적)(4kg),상추,,AW_A00102,,W1
AW_A00103,상추(청)(4kg),상추,,AW_A00103,,W1
AW_A00104,상추(청)(4kg),상추,,AW_A00104,,W1
AW_A00126,얼갈이배추(4kg),얼갈이배추,,AW_A00126,,W1
AW_A00127,얼갈이배추(4kg),얼갈이배추,,AW_A00127,,W1
AW_A00111,수박(1개),수박,,AW_A00111,,W1
AW_A00112,수박(1개),수박,,AW_A00112,,W1
AW_A00136,오이(다다기계통)(100개),오이,,AW_A00136,,W1
AW_A00137,오이(다다기계통)(100개),오이,,AW_A00137,,W1
AW_A00138,오이(취청)(50개),오이,,AW_A00138,,W1
AW_A00139,오이(취청)(50개),오이,,AW_A00139,,W1
AW_A00120,애호박(20개),호박,,AW_A00120,,W1
AW_A00121,애호박(20개),호박,,AW_A00121,,W1
AW_A00196,호박(쥬키니)(10kg),호박,,AW_A00196,,W1
AW_A00197,호박(쥬키니)(10kg),호박,,AW_A00197,,W1
AW_A00156,토마토(5kg),토마토,,AW_A00156,,W1
AW_A00157,토마토(5kg),토마토,,AW_A00157,,W1
AW_A00062,무(고랭지)(20kg),무,,AW_A00062,,W1
AW_A00063,무(고랭지)(20kg),무,,AW_A00063,,W1
AW_A00039,당근(무세척)(20kg),당근,,AW_A00039,,W1
AW_A00040,당근(무세척)(20kg),당근,,AW_A00040,,W1
AW_A00041,당근(세척)(수입),당근,,AW_A00041,,W1
AW_A00128,열무(4kg),열무,,AW_A00128,,W1
AW_A00129,열무(4kg),열무,,AW_A00129,,W1
AW_A00016,건고추(화건)(30kg),건고추,,AW_A00016,,W1
AW_A00017,건고추(화건)(30kg),건고추,,AW_A00017,,W1
AW_A00010,건고추(양건)(30kg),건고추,,AW_A00010,,W1
AW_A00011,건고추(양건)(30kg),건고추,,AW_A00011,,W1
AW_A00174,풋고추(10kg),풋고추,,AW_A00174,,W1
AW_A00175,풋고추(10kg),풋고추,,AW_A00175,,W1
AW_A00176,풋고추(꽈리고추)(4kg),풋고추,,AW_A00176,,W1
AW_A00177,풋고추(꽈리고추)(4kg),풋고추,,AW_A00177,,W1
AW_A00180,풋고추(청양고추)(10kg),풋고추,,AW_A00180,,W1
AW_A00181,풋고추(청양고추)(10kg),풋고추,,AW_A00181,,W1
AW_A00093,붉은고추(10kg),붉은고추,,AW_A00093,,W1
AW_A00094,붉은고추(10kg),붉은고추,,AW_A00094,,W1
AW_A00186,피마늘(한지)(10kg),피마늘,,AW_A00186,,W1
AW_A00187,피마늘(한지)(10kg),피마늘,,AW_A00187,,W1
AW_A00184,피마늘(난지)(대서)(10kg),피마늘,,AW_A00184,,W1
AW_A00185,피마늘(난지)(대서)(10kg),피마늘,,AW_A00185,,W1
AW_A00124,양파(15kg),양파,,AW_A00124,,W1
AW_A00125,양파(15kg),양파,,AW_A00125,,W1
AW_A00044,대파(1kg),파,,AW_A00044,,W1
AW_A00045,대파(1kg),파,,AW_A00045,,W1
AW_A00141,쪽파(1kg),파,,AW_A00141,,W1
AW_A00142,쪽파(1kg),파,,AW_A00142,,W1
AW_A00108,생강(국산)(10kg),생강,,AW_A00108,,W1
AW_A00109,생강(국산)(10kg),생강,,AW_A00109,,W1
AW_A00110,생강(수입)(10kg),생강,,AW_A00110,,W1
AW_A00070,미나리(7.5kg),미나리,,AW_A00070,,W1
AW_A00071,미나리(7.5kg),미나리,,AW_A00071,,W1
AW_A00031,깻잎(2kg),깻잎,,AW_A00031,,W1
AW_A00032,깻잎(2kg),깻잎,,AW_A00032,,W1
AW_A00188,피망(청)(10kg),피망,,AW_A00188,,W1
AW_A00189,피망(청)(10kg),피망,,AW_A00189,,W1
AW_A00160,파프리카(5kg),파프리카,,AW_A00160,,W1
AW_A00161,파프리카(5kg),파프리카,,AW_A00161,,W1
AW_A00057,멜론(8kg),멜론,,AW_A00057,,W1
AW_A00058,멜론(8kg),멜론,,AW_A00058,,W1
AW_A00029,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00029,,W1
AW_A00030,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00030,,W1
AW_A00027,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00027,,W1
AW_A00028,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00028,,W1
AW_A00074,방울토마토(5kg),방울토마토,,AW_A00074,,W1
AW_A00075,방울토마토(5kg),방울토마토,,AW_A00075,,W1
AW_A00042,대추방울토마토(1kg),방울토마토,,AW_A00042,,W1
AW_A00043,대추방울토마토(1kg),방울토마토,,AW_A00043,,W1
AW_A00082,배추(고랭지)(10kg),배추,,AW_A00082,,W1
AW_A00083,배추(고랭지)(10kg),배추,,AW_A00083,,W1
AW_A00122,양배추(8kg),양배추,,AW_A00122,,W1
AW_A00123,양배추(8kg),양배추,,AW_A00123,,W1
AW_A00113,시금치(4kg),시금치,,AW_A00113,,W1
AW_A00114,시금치(4kg),시금치,,AW_A00114,,W1
AW_A00101,상추(적)(4kg),상추,,AW_A00101,,W1
AW_A00102,상추(적)(4kg),상추,,AW_A00102,,W1
AW_A00103,상추(청)(4kg),상추,,AW_A00103,,W1
AW_A00104,상추(청)(4kg),상추,,AW_A00104,,W1
AW_A00126,얼갈이배추(4kg),얼갈이배추,,AW_A00126,,W1
AW_A00127,얼갈이배추(4kg),얼갈이배추,,AW_A00127,,W1
AW_A00111,수박(1개),수박,,AW_A00111,,W1
AW_A00112,수박(1개),수박,,AW_A00112,,W1
AW_A00136,오이(다다기계통)(100개),오이,,AW_A00136,,W1
AW_A00137,오이(다다기계통)(100개),오이,,AW_A00137,,W1
AW_A00138,오이(취청)(50개),오이,,AW_A00138,,W1
AW_A00139,오이(취청)(50개),오이,,AW_A00139,,W1
AW_A00120,애호박(20개),호박,,AW_A00120,,W1
AW_A00121,애호박(20개),호박,,AW_A00121,,W1
AW_A00196,호박(쥬키니)(10kg),호박,,AW_A00196,,W1
AW_A00197,호박(쥬키니)(10kg),호박,,AW_A00197,,W1
AW_A00156,토마토(5kg),토마토,,AW_A00156,,W1
AW_A00157,토마토(5kg),토마토,,AW_A00157,,W1
AW_A00062,무(고랭지)(20kg),무,,AW_A00062,,W1
AW_A00063,무(고랭지)(20kg),무,,AW_A00063,,W1
AW_A00039,당근(무세척)(20kg),당근,,AW_A00039,,W1
AW_A00040,당근(무세척)(20kg),당근,,AW_A00040,,W1
AW_A00041,당근(세척)(수입),당근,,AW_A00041,,W1
AW_A00128,열무(4kg),열무,,AW_A00128,,W1
AW_A00129,열무(4kg),열무,,AW_A00129,,W1
AW_A00016,건고추(화건)(30kg),건고추,,AW_A00016,,W1
AW_A00017,건고추(화건)(30kg),건고추,,AW_A00017,,W1
AW_A00010,건고추(양건)(30kg),건고추,,AW_A00010,,W1
AW_A00011,건고추(양건)(30kg),건고추,,AW_A00011,,W1
AW_A00174,풋고추(10kg),풋고추,,AW_A00174,,W1
AW_A00175,풋고추(10kg),풋고추,,AW_A00175,,W1
AW_A00176,풋고추(꽈리고추)(4kg),풋고추,,AW_A00176,,W1
AW_A00177,풋고추(꽈리고추)(4kg),풋고추,,AW_A00177,,W1
AW_A00180,풋고추(청양고추)(10kg),풋고추,,AW_A00180,,W1
AW_A00181,풋고추(청양고추)(10kg),풋고추,,AW_A00181,,W1
AW_A00093,붉은고추(10kg),붉은고추,,AW_A00093,,W1
AW_A00094,붉은고추(10kg),붉은고추,,AW_A00094,,W1
AW_A00186,피마늘(한지)(10kg),피마늘,,AW_A00186,,W1
AW_A00187,피마늘(한지)(10kg),피마늘,,AW_A00187,,W1
AW_A00184,피마늘(난지)(대서)(10kg),피마늘,,AW_A00184,,W1
AW_A00185,피마늘(난지)(대서)(10kg),피마늘,,AW_A00185,,W1
AW_A00124,양파(15kg),양파,,AW_A00124,,W1
AW_A00125,양파(15kg),양파,,AW_A00125,,W1
AW_A00044,대파(1kg),파,,AW_A00044,,W1
AW_A00045,대파(1kg),파,,AW_A00045,,W1
AW_A00141,쪽파(1kg),파,,AW_A00141,,W1
AW_A00142,쪽파(1kg),파,,AW_A00142,,W1
AW_A00108,생강(국산)(10kg),생강,,AW_A00108,,W1
AW_A00109,생강(국산)(10kg),생강,,AW_A00109,,W1
AW_A00110,생강(수입)(10kg),생강,,AW_A00110,,W1
AW_A00070,미나리(7.5kg),미나리,,AW_A00070,,W1
AW_A00071,미나리(7.5kg),미나리,,AW_A00071,,W1
AW_A00031,깻잎(2kg),깻잎,,AW_A00031,,W1
AW_A00032,깻잎(2kg),깻잎,,AW_A00032,,W1
AW_A00188,피망(청)(10kg),피망,,AW_A00188,,W1
AW_A00189,피망(청)(10kg),피망,,AW_A00189,,W1
AW_A00160,파프리카(5kg),파프리카,,AW_A00160,,W1
AW_A00161,파프리카(5kg),파프리카,,AW_A00161,,W1
AW_A00057,멜론(8kg),멜론,,AW_A00057,,W1
AW_A00058,멜론(8kg),멜론,,AW_A00058,,W1
AW_A00029,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00029,,W1
AW_A00030,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00030,,W1
AW_A00027,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00027,,W1
AW_A00028,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00028,,W1
AW_A00074,방울토마토(5kg),방울토마토,,AW_A00074,,W1
AW_A00075,방울토마토(5kg),방울토마토,,AW_A00075,,W1
AW_A00042,대추방울토마토(1kg),방울토마토,,AW_A00042,,W1
AW_A00043,대추방울토마토(1kg),방울토마토,,AW_A00043,,W1
AW_A00082,배추(고랭지)(10kg),배추,,AW_A00082,,W1
AW_A00083,배추(고랭지)(10kg),배추,,AW_A00083,,W1
AW_A00122,양배추(8kg),양배추,,AW_A00122,,W1
AW_A00123,양배추(8kg),양배추,,AW_A00123,,W1
AW_A00113,시금치(4kg),시금치,,AW_A00113,,W1
AW_A00114,시금치(4kg),시금치,,AW_A00114,,W1
AW_A00101,상추(적)(4kg),상추,,AW_A00101,,W1
AW_A00102,상추(적)(4kg),상추,,AW_A00102,,W1
AW_A00103,상추(청)(4kg),상추,,AW_A00103,,W1
AW_A00104,상추(청)(4kg),상추,,AW_A00104,,W1
AW_A00126,얼갈이배추(4kg),얼갈이배추,,AW_A00126,,W1
AW_A00127,얼갈이배추(4kg),얼갈이배추,,AW_A00127,,W1
AW_A00111,수박(1개),수박,,AW_A00111,,W1
AW_A00112,수박(1개),수박,,AW_A00112,,W1
AW_A00136,오이(다다기계통)(100개),오이,,AW_A00136,,W1
AW_A00137,오이(다다기계통)(100개),오이,,AW_A00137,,W1
AW_A00138,오이(취청)(50개),오이,,AW_A00138,,W1
AW_A00139,오이(취청)(50개),오이,,AW_A00139,,W1
AW_A00120,애호박(20개),호박,,AW_A00120,,W1
AW_A00121,애호박(20개),호박,,AW_A00121,,W1
AW_A00196,호박(쥬키니)(10kg),호박,,AW_A00196,,W1
AW_A00197,호박(쥬키니)(10kg),호박,,AW_A00197,,W1
AW_A00156,토마토(5kg),토마토,,AW_A00156,,W1
AW_A00157,토마토(5kg),토마토,,AW_A00157,,W1
AW_A00062,무(고랭지)(20kg),무,,AW_A00062,,W1
AW_A00063,무(고랭지)(20kg),무,,AW_A00063,,W1
AW_A00039,당근(무세척)(20kg),당근,,AW_A00039,,W1
AW_A00040,당근(무세척)(20kg),당근,,AW_A00040,,W1
AW_A00041,당근(세척)(수입),당근,,AW_A00041,,W1
AW_A00128,열무(4kg),열무,,AW_A00128,,W1
AW_A00129,열무(4kg),열무,,AW_A00129,,W1
AW_A00016,건고추(화건)(30kg),건고추,,AW_A00016,,W1
AW_A00017,건고추(화건)(30kg),건고추,,AW_A00017,,W1
AW_A00010,건고추(양건)(30kg),건고추,,AW_A00010,,W1
AW_A00011,건고추(양건)(30kg),건고추,,AW_A00011,,W1
AW_A00174,풋고추(10kg),풋고추,,AW_A00174,,W1
AW_A00175,풋고추(10kg),풋고추,,AW_A00175,,W1
AW_A00176,풋고추(꽈리고추)(4kg),풋고추,,AW_A00176,,W1
AW_A00177,풋고추(꽈리고추)(4kg),풋고추,,AW_A00177,,W1
AW_A00180,풋고추(청양고추)(10kg),풋고추,,AW_A00180,,W1
AW_A00181,풋고추(청양고추)(10kg),풋고추,,AW_A00181,,W1
AW_A00093,붉은고추(10kg),붉은고추,,AW_A00093,,W1
AW_A00094,붉은고추(10kg),붉은고추,,AW_A00094,,W1
AW_A00186,피마늘(한지)(10kg),피마늘,,AW_A00186,,W1
AW_A00187,피마늘(한지)(10kg),피마늘,,AW_A00187,,W1
AW_A00184,피마늘(난지)(대서)(10kg),피마늘,,AW_A00184,,W1
AW_A00185,피마늘(난지)(대서)(10kg),피마늘,,AW_A00185,,W1
AW_A00124,양파(15kg),양파,,AW_A00124,,W1
AW_A00125,양파(15kg),양파,,AW_A00125,,W1
AW_A00044,대파(1kg),파,,AW_A00044,,W1
AW_A00045,대파(1kg),파,,AW_A00045,,W1
AW_A00141,쪽파(1kg),파,,AW_A00141,,W1
AW_A00142,쪽파(1kg),파,,AW_A00142,,W1
AW_A00108,생강(국산)(10kg),생강,,AW_A00108,,W1
AW_A00109,생강(국산)(10kg),생강,,AW_A00109,,W1
AW_A00110,생강(수입)(10kg),생강,,AW_A00110,,W1
AW_A00070,미나리(7.5kg),미나리,,AW_A00070,,W1
AW_A00071,미나리(7.5kg),미나리,,AW_A00071,,W1
AW_A00031,깻잎(2kg),깻잎,,AW_A00031,,W1
AW_A00032,깻잎(2kg),깻잎,,AW_A00032,,W1
AW_A00188,피망(청)(10kg),피망,,AW_A00188,,W1
AW_A00189,피망(청)(10kg),피망,,AW_A00189,,W1
AW_A00160,파프리카(5kg),파프리카,,AW_A00160,,W1
AW_A00161,파프리카(5kg),파프리카,,AW_A00161,,W1
AW_A00057,멜론(8kg),멜론,,AW_A00057,,W1
AW_A00058,멜론(8kg),멜론,,AW_A00058,,W1
AW_A00029,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00029,,W1
AW_A00030,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00030,,W1
AW_A00027,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00027,,W1
AW_A00028,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00028,,W1
AW_A00074,방울토마토(5kg),방울토마토,,AW_A00074,,W1
AW_A00075,방울토마토(5kg),방울토마토,,AW_A00075,,W1
AW_A00042,대추방울토마토(1kg),방울토마토,,AW_A00042,,W1
AW_A00043,대추방울토마토(1kg),방울토마토,,AW_A00043,,W1
AW_A00082,배추(고랭지)(10kg),배추,,AW_A00082,,W1
AW_A00083,배추(고랭지)(10kg),배추,,AW_A00083,,W1
AW_A00122,양배추(8kg),양배추,,AW_A00122,,W1
AW_A00123,양배추(8kg),양배추,,AW_A00123,,W1
AW_A00113,시금치(4kg),시금치,,AW_A00113,,W1
AW_A00114,시금치(4kg),시금치,,AW_A00114,,W1
AW_A00101,상추(적)(4kg),상추,,AW_A00101,,W1
AW_A00102,상추(적)(4kg),상추,,AW_A00102,,W1
AW_A00103,상추(청)(4kg),상추,,AW_A00103,,W1
AW_A00104,상추(청)(4kg),상추,,AW_A00104,,W1
AW_A00126,얼갈이배추(4kg),얼갈이배추,,AW_A00126,,W1
AW_A00127,얼갈이배추(4kg),얼갈이배추,,AW_A00127,,W1
AW_A00111,수박(1개),수박,,AW_A00111,,W1
AW_A00112,수박(1개),수박,,AW_A00112,,W1
AW_A00136,오이(다다기계통)(100개),오이,,AW_A00136,,W1
AW_A00137,오이(다다기계통)(100개),오이,,AW_A00137,,W1
AW_A00138,오이(취청)(50개),오이,,AW_A00138,,W1
AW_A00139,오이(취청)(50개),오이,,AW_A00139,,W1
AW_A00120,애호박(20개),호박,,AW_A00120,,W1
AW_A00121,애호박(20개),호박,,AW_A00121,,W1
AW_A00196,호박(쥬키니)(10kg),호박,,AW_A00196,,W1
AW_A00197,호박(쥬키니)(10kg),호박,,AW_A00197,,W1
AW_A00156,토마토(5kg),토마토,,AW_A00156,,W1
AW_A00157,토마토(5kg),토마토,,AW_A00157,,W1
AW_A00062,무(고랭지)(20kg),무,,AW_A00062,,W1
AW_A00063,무(고랭지)(20kg),무,,AW_A00063,,W1
AW_A00039,당근(무세척)(20kg),당근,,AW_A00039,,W1
AW_A00040,당근(무세척)(20kg),당근,,AW_A00040,,W1
AW_A00041,당근(세척)(수입),당근,,AW_A00041,,W1
AW_A00128,열무(4kg),열무,,AW_A00128,,W1
AW_A00129,열무(4kg),열무,,AW_A00129,,W1
AW_A00016,건고추(화건)(30kg),건고추,,AW_A00016,,W1
AW_A00017,건고추(화건)(30kg),건고추,,AW_A00017,,W1
AW_A00010,건고추(양건)(30kg),건고추,,AW_A00010,,W1
AW_A00011,건고추(양건)(30kg),건고추,,AW_A00011,,W1
AW_A00174,풋고추(10kg),풋고추,,AW_A00174,,W1
AW_A00175,풋고추(10kg),풋고추,,AW_A00175,,W1
AW_A00176,풋고추(꽈리고추)(4kg),풋고추,,AW_A00176,,W1
AW_A00177,풋고추(꽈리고추)(4kg),풋고추,,AW_A00177,,W1
AW_A00180,풋고추(청양고추)(10kg),풋고추,,AW_A00180,,W1
AW_A00181,풋고추(청양고추)(10kg),풋고추,,AW_A00181,,W1
AW_A00093,붉은고추(10kg),붉은고추,,AW_A00093,,W1
AW_A00094,붉은고추(10kg),붉은고추,,AW_A00094,,W1
AW_A00186,피마늘(한지)(10kg),피마늘,,AW_A00186,,W1
AW_A00187,피마늘(한지)(10kg),피마늘,,AW_A00187,,W1
AW_A00184,피마늘(난지)(대서)(10kg),피마늘,,AW_A00184,,W1
AW_A00185,피마늘(난지)(대서)(10kg),피마늘,,AW_A00185,,W1
AW_A00124,양파(15kg),양파,,AW_A00124,,W1
AW_A00125,양파(15kg),양파,,AW_A00125,,W1
AW_A00044,대파(1kg),파,,AW_A00044,,W1
AW_A00045,대파(1kg),파,,AW_A00045,,W1
AW_A00141,쪽파(1kg),파,,AW_A00141,,W1
AW_A00142,쪽파(1kg),파,,AW_A00142,,W1
AW_A00108,생강(국산)(10kg),생강,,AW_A00108,,W1
AW_A00109,생강(국산)(10kg),생강,,AW_A00109,,W1
AW_A00110,생강(수입)(10kg),생강,,AW_A00110,,W1
AW_A00070,미나리(7.5kg),미나리,,AW_A00070,,W1
AW_A00071,미나리(7.5kg),미나리,,AW_A00071,,W1
AW_A00031,깻잎(2kg),깻잎,,AW_A00031,,W1
AW_A00032,깻잎(2kg),깻잎,,AW_A00032,,W1
AW_A00188,피망(청)(10kg),피망,,AW_A00188,,W1
AW_A00189,피망(청)(10kg),피망,,AW_A00189,,W1
AW_A00160,파프리카(5kg),파프리카,,AW_A00160,,W1
AW_A00161,파프리카(5kg),파프리카,,AW_A00161,,W1
AW_A00057,멜론(8kg),멜론,,AW_A00057,,W1
AW_A00058,멜론(8kg),멜론,,AW_A00058,,W1
AW_A00029,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00029,,W1
AW_A00030,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00030,,W1
AW_A00027,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00027,,W1
AW_A00028,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00028,,W1
AW_A00074,방울토마토(5kg),방울토마토,,AW_A00074,,W1
AW_A00075,방울토마토(5kg),방울토마토,,AW_A00075,,W1
AW_A00042,대추방울토마토(1kg),방울토마토,,AW_A00042,,W1
AW_A00043,대추방울토마토(1kg),방울토마토,,AW_A00043,,W1
AW_A00082,배추(고랭지)(10kg),배추,,AW_A00082,,W1
AW_A00083,배추(고랭지)(10kg),배추,,AW_A00083,,W1
AW_A00122,양배추(8kg),양배추,,AW_A00122,,W1
AW_A00123,양배추(8kg),양배추,,AW_A00123,,W1
AW_A00113,시금치(4kg),시금치,,AW_A00113,,W1
AW_A00114,시금치(4kg),시금치,,AW_A00114,,W1
AW_A00101,상추(적)(4kg),상추,,AW_A00101,,W1
AW_A00102,상추(적)(4kg),상추,,AW_A00102,,W1
AW_A00103,상추(청)(4kg),상추,,AW_A00103,,W1
AW_A00104,상추(청)(4kg),상추,,AW_A00104,,W1
AW_A00126,얼갈이배추(4kg),얼갈이배추,,AW_A00126,,W1
AW_A00127,얼갈이배추(4kg),얼갈이배추,,AW_A00127,,W1
AW_A00111,수박(1개),수박,,AW_A00111,,W1
AW_A00112,수박(1개),수박,,AW_A00112,,W1
AW_A00136,오이(다다기계통)(100개),오이,,AW_A00136,,W1
AW_A00137,오이(다다기계통)(100개),오이,,AW_A00137,,W1
AW_A00138,오이(취청)(50개),오이,,AW_A00138,,W1
AW_A00139,오이(취청)(50개),오이,,AW_A00139,,W1
AW_A00120,애호박(20개),호박,,AW_A00120,,W1
AW_A00121,애호박(20개),호박,,AW_A00121,,W1
AW_A00196,호박(쥬키니)(10kg),호박,,AW_A00196,,W1
AW_A00197,호박(쥬키니)(10kg),호박,,AW_A00197,,W1
AW_A00156,토마토(5kg),토마토,,AW_A00156,,W1
AW_A00157,토마토(5kg),토마토,,AW_A00157,,W1
AW_A00062,무(고랭지)(20kg),무,,AW_A00062,,W1
AW_A00063,무(고랭지)(20kg),무,,AW_A00063,,W1
AW_A00039,당근(무세척)(20kg),당근,,AW_A00039,,W1
AW_A00040,당근(무세척)(20kg),당근,,AW_A00040,,W1
AW_A00041,당근(세척)(수입),당근,,AW_A00041,,W1
AW_A00128,열무(4kg),열무,,AW_A00128,,W1
AW_A00129,열무(4kg),열무,,AW_A00129,,W1
AW_A00016,건고추(화건)(30kg),건고추,,AW_A00016,,W1
AW_A00017,건고추(화건)(30kg),건고추,,AW_A00017,,W1
AW_A00010,건고추(양건)(30kg),건고추,,AW_A00010,,W1
AW_A00011,건고추(양건)(30kg),건고추,,AW_A00011,,W1
AW_A00174,풋고추(10kg),풋고추,,AW_A00174,,W1
AW_A00175,풋고추(10kg),풋고추,,AW_A00175,,W1
AW_A00176,풋고추(꽈리고추)(4kg),풋고추,,AW_A00176,,W1
AW_A00177,풋고추(꽈리고추)(4kg),풋고추,,AW_A00177,,W1
AW_A00180,풋고추(청양고추)(10kg),풋고추,,AW_A00180,,W1
AW_A00181,풋고추(청양고추)(10kg),풋고추,,AW_A00181,,W1
AW_A00093,붉은고추(10kg),붉은고추,,AW_A00093,,W1
AW_A00094,붉은고추(10kg),붉은고추,,AW_A00094,,W1
AW_A00186,피마늘(한지)(10kg),피마늘,,AW_A00186,,W1
AW_A00187,피마늘(한지)(10kg),피마늘,,AW_A00187,,W1
AW_A00184,피마늘(난지)(대서)(10kg),피마늘,,AW_A00184,,W1
AW_A00185,피마늘(난지)(대서)(10kg),피마늘,,AW_A00185,,W1
AW_A00124,양파(15kg),양파,,AW_A00124,,W1
AW_A00125,양파(15kg),양파,,AW_A00125,,W1
AW_A00044,대파(1kg),파,,AW_A00044,,W1
AW_A00045,대파(1kg),파,,AW_A00045,,W1
AW_A00141,쪽파(1kg),파,,AW_A00141,,W1
AW_A00142,쪽파(1kg),파,,AW_A00142,,W1
AW_A00108,생강(국산)(10kg),생강,,AW_A00108,,W1
AW_A00109,생강(국산)(10kg),생강,,AW_A00109,,W1
AW_A00110,생강(수입)(10kg),생강,,AW_A00110,,W1
AW_A00070,미나리(7.5kg),미나리,,AW_A00070,,W1
AW_A00071,미나리(7.5kg),미나리,,AW_A00071,,W1
AW_A00031,깻잎(2kg),깻잎,,AW_A00031,,W1
AW_A00032,깻잎(2kg),깻잎,,AW_A00032,,W1
AW_A00188,피망(청)(10kg),피망,,AW_A00188,,W1
AW_A00189,피망(청)(10kg),피망,,AW_A00189,,W1
AW_A00160,파프리카(5kg),파프리카,,AW_A00160,,W1
AW_A00161,파프리카(5kg),파프리카,,AW_A00161,,W1
AW_A00057,멜론(8kg),멜론,,AW_A00057,,W1
AW_A00058,멜론(8kg),멜론,,AW_A00058,,W1
AW_A00029,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00029,,W1
AW_A00030,깐마늘(국산)(대서)(20kg),깐마늘(국산),,AW_A00030,,W1
AW_A00027,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00027,,W1
AW_A00028,깐마늘(국산)(남도)(20kg),깐마늘(국산),,AW_A00028,,W1
AW_A00074,방울토마토(5kg),방울토마토,,AW_A00074,,W1
AW_A00075,방울토마토(5kg),방울토마토,,AW_A00075,,W1
AW_A00042,대추방울토마토(1kg),방울토마토,,AW_A00042,,W1
AW_A00043,대추방울토마토(1kg),방울토마토,,AW_A00043,,W1
AW_A00082,배추(고랭지)(10kg),배추,,AW_A00082,,W1
AW_A00083,배추(고랭지)(10kg),배추,,AW_A00083,,W1
AW_A00122,양배추(8kg),양배추,,AW_A00122,,W1
AW_A00123,양배추(8kg),양배추,,AW_A00123,,W1
AW_A00113,시금치(4kg),시금치,,AW_A00113,,W1
AW_A00114,시금치(4kg),시금치,,AW_A00114,,W1
AW_A00101,상추(적)(4kg),상추,,AW_A00101,,W1
AW_A00102,상추(적)(4kg),상추,,AW_A00102,,W1
AW_A00103,상추(청)(4kg),상추,,AW_A00103,,W1
AW_A00104,상추(청)(4kg),상추,,AW_A00104,,W1
AW_A00126,얼갈이배추(4kg),얼갈이배추,,AW_A00126,,W1
AW_A00127,얼갈이배추(4kg),얼갈이배추,,AW_A00127,,W1
AW_A00111,수박(1개),수박,,AW_A00111,,W1
AW_A00112,수박(1개),수박,,AW_A00112,,W1
AW_A00136,오이(다다기계통)(100개),오이,,AW_A00136,,W1
AW_A00137,오이(다다기계통)(100개),오이,,AW_A00137,,W1
AW_A00138,오이(취청)(50개),오이,,AW_A00138,,W1
AW_A00139,오이(취청)(50개),오이,,AW_A00139,,W1
AW_A00120,애호박(20개),호박,,AW_A00120,,W1
AW_A00121,애호박(20개),호박,,AW_A00121,,W1
AW_A00196,호박(쥬키니)(10kg),호박,,AW_A00196,,W1
AW_A00197,호박(쥬키니)(10kg),호박,,AW_A00197,,W1
AW_A00156,토마토(5kg),토마토,,AW_A00156,,W1
AW_A00157,토마토(5kg),토마토,,AW_A00157,,W1
AW_A00062,무(고랭지)(20kg),무,,AW_A00062,,W1
AW_A00063,무(고랭지)(20kg),무,,AW_A00063,,W1
AW_A00039,당근(무세척)(20kg),당근,,AW_A00039,,W1
AW_A00040,당근(무세척)(20kg),당근,,AW_A00040,,W1
AW_A00041,당근(세척)(수입),당근,,AW_A00041,,W1
AW_A00128,열무(4kg),열무,,AW_A00128,,W1
AW_A00129,열무(4kg),열무,,AW_A00129,,W1
AW_A00016,건고추(화건)(30kg),건고추,,AW_A00016,,W1
AW_A00017,건고추(화건)(30kg),건고추,,AW_A00017,,W1
AW_A00010,건고추(양건)(30kg),건고추,,AW_A00010,,W1
